meet_name,meet_url,year,month,state,level,season
TwiKnight Invite,https://ut.milesplit.com/meets/396934-twiknight-invite-2020/results,2020,9,UT,HS,XC
Timpview Invite,https://ut.milesplit.com/meets/390846-timpview-invite-2020/results,2020,9,UT,HS,XC
Orem Small Meet,https://ut.milesplit.com/meets/396439-orem-small-meet-2020/results,2020,9,UT,HS,XC
Snow Canyon Tri Meet,https://ut.milesplit.com/meets/396441-snow-canyon-tri-meet-2020/results,2020,9,UT,HS,XC
Murray Tri Meet,https://ut.milesplit.com/meets/396438-murray-tri-meet-2020/results,2020,9,UT,HS,XC
UIAAA Invitational,https://ut.milesplit.com/meets/390843-uiaaa-invitational-2020/results,2020,9,UT,HS,XC
Hurricane Tri Meet,https://ut.milesplit.com/meets/396014-hurricane-tri-meet-2020/results,2020,9,UT,HS,XC
Cache Box Invitational,https://ut.milesplit.com/meets/396445-cache-box-invitational-2020/results,2020,9,UT,HS,XC
Carbon Invitational,https://ut.milesplit.com/meets/396012-carbon-invitational-2020/results,2020,9,UT,HS,XC
Cedar Valley Meet,https://ut.milesplit.com/meets/396005-cedar-valley-meet-2020/results,2020,9,UT,HS,XC
Davis Districts,https://ut.milesplit.com/meets/396447-davis-districts-2020/results,2020,9,UT,HS,XC
Weber City/County Championships,https://ut.milesplit.com/meets/396444-weber-citycounty-xc-championships-2020/results,2020,9,UT,HS,XC
Timpview Quad Meet,https://ut.milesplit.com/meets/395453-timpview-quad-meet-2020/results,2020,9,UT,HS,XC
Wasatch XC Invitational,https://ut.milesplit.com/meets/390841-wasatch-xc-invitational-2020/results,2020,9,UT,HS,XC
Timpanogos XC Invitational,https://ut.milesplit.com/meets/390447-timpanogos-xc-invitational-2020/results,2020,9,UT,HS,XC
Loyd's Lake Classic,https://ut.milesplit.com/meets/390840-loyds-lake-classic-2020/results,2020,9,UT,HS,XC
Nicholls Hollow Invite,https://ut.milesplit.com/meets/393919-nicholls-hollow-invite-2020/results,2020,9,UT,HS,XC
Top of Utah XC Invitational,https://ut.milesplit.com/meets/391837-top-of-utah-xc-invitational-2020/results,2020,9,UT,HS,XC
"Utah State Championships (3A, 5A, 6A)",https://ut.milesplit.com/meets/393682-utah-state-xc-championships-3a-5a-6a-2020/results,2020,10,UT,HS,XC
"Utah State Championships (1A, 2A, 4A)",https://ut.milesplit.com/meets/390844-utah-state-xc-championships-1a-2a-4a-2020/results,2020,10,UT,HS,XC
Region 18 Championships,https://ut.milesplit.com/meets/399797-region-18-championships-2020/results,2020,10,UT,HS,XC
Region 19 Championships,https://ut.milesplit.com/meets/399795-region-19-championships-2020/results,2020,10,UT,HS,XC
Region 21 Championships,https://ut.milesplit.com/meets/399798-region-21-championships-2020/results,2020,10,UT,HS,XC
Region 11 Championships,https://ut.milesplit.com/meets/399789-region-11-championships-2020/results,2020,10,UT,HS,XC
Region 12 XC Championships,https://ut.milesplit.com/meets/399799-region-12-xc-championships-2020/results,2020,10,UT,HS,XC
Region 13 Championships,https://ut.milesplit.com/meets/399800-region-13-championships-2020/results,2020,10,UT,HS,XC
Region 14 Championships,https://ut.milesplit.com/meets/399790-region-14-championships-2020/results,2020,10,UT,HS,XC
Region 15 Championships,https://ut.milesplit.com/meets/399792-region-15-championships-2020/results,2020,10,UT,HS,XC
Region 17 Championships,https://ut.milesplit.com/meets/399794-region-17-championships-2020/results,2020,10,UT,HS,XC
Region 16 Championships,https://ut.milesplit.com/meets/399788-region-16-championships-2020/results,2020,10,UT,HS,XC
Region 9 Championships,https://ut.milesplit.com/meets/396936-region-9-championships-2020/results,2020,10,UT,HS,XC
Region 10 Championships,https://ut.milesplit.com/meets/399734-region-10-championships-2020/results,2020,10,UT,HS,XC
Utah 5A-6A Divisionals,https://ut.milesplit.com/meets/399733-utah-5a-6a-divisionals-2020/results,2020,10,UT,HS,XC
Cedar XC Invitational,https://ut.milesplit.com/meets/394508-cedar-xc-invitational-2020/results,2020,10,UT,HS,XC
Region 1 Championships,https://ut.milesplit.com/meets/396931-region-1-championships-2020/results,2020,10,UT,HS,XC
Region 2 Championships,https://ut.milesplit.com/meets/396928-region-2-championships-2020/results,2020,10,UT,HS,XC
Region 3 Championships,https://ut.milesplit.com/meets/398507-region-3-championships-2020/results,2020,10,UT,HS,XC
Region 4 Championships,https://ut.milesplit.com/meets/396935-region-4-championships-2020/results,2020,10,UT,HS,XC
Region 5 Championships,https://ut.milesplit.com/meets/390847-region-5-championships-2020/results,2020,10,UT,HS,XC
Region 8 Championships,https://ut.milesplit.com/meets/396926-region-8-championships-2020/results,2020,10,UT,HS,XC
Desert Twilight XC Festival,https://az.milesplit.com/meets/392669-desert-twilight-xc-festival-2020/results,2020,10,UT,HS,XC
Region 6 Championships,https://ut.milesplit.com/meets/396930-region-6-championships-2020/results,2020,10,UT,HS,XC
Region 7 Championships,https://ut.milesplit.com/meets/390850-region-7-championships-2020/results,2020,10,UT,HS,XC
USATF Utah Association 5K,https://ut.milesplit.com/meets/403603-usatf-utah-association-5k-2020/results,2020,11,UT,HS,XC
Border Wars Utah Qualifier,https://ut.milesplit.com/meets/401381-border-wars-utah-qualifier-2020/results,2020,11,UT,HS,XC
